document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Tom nix Huck’s original plan to free Jim?,He thinks Huck’s plan is too simple.,He thinks Huck’s plan is too simple.,Why does Tom nix Huck’s original plan to free Jim?,He thinks Huck’s plan is too simple.,He thinks Huck’s plan is too simple.,He thinks it will only get them caught.,He decides not to help Huck.,He thinks Huck’s plan is too simple.,He wants more time to think about it.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What does Tom need a saw for?,To saw the leg off Jim’s bed.,To saw the leg off Jim’s bed.,What does Tom need a saw for?,To saw the leg off Jim’s bed.,To saw the leg off Jim’s bed.,To cut a hole in Jim’s cell.,To saw down the tree outside Jim’s cell.,To saw through the Phelps’s fence.,To saw the leg off Jim’s bed.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Tom want Jim’s guard to bake him a pie?,So he can hide a rope in it.,So he can hide a rope in it.,Why does Tom want Jim’s guard to bake him a pie?,So he can hide a rope in it.,So he can hide a rope in it.,So he can hide a rope in it.,To distract the guard while they free Jim,To cheer Jim up,Tom is hungry.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why do Tom and Huck replace the spoons and sheets after stealing them?,They are trying to confuse Aunt Sally.,They are trying to confuse Aunt Sally.,Why do Tom and Huck replace the spoons and sheets after stealing them?,They are trying to confuse Aunt Sally.,They are trying to confuse Aunt Sally.,They are bored while waiting for Jim to break free.,They are trying to confuse Aunt Sally.,They decide they don’t need them for their plan.,Jim tells them to put them back.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What does Tom not want Jim to do before he can escape?,Make a mask out of bark,Make a mask out of bark,What does Tom not want Jim to do before he can escape?,Make a mask out of bark,Make a mask out of bark,Inscribe messages on the walls of his cell,Grow a flower using his tears,Make a mask out of bark,Tame a rat or snake
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Tom feel the need to create elaborate plans for Jim’s escape?,He wants to follow the model in his adventure books.,He wants to follow the model in his adventure books.,Why does Tom feel the need to create elaborate plans for Jim’s escape?,He wants to follow the model in his adventure books.,He wants to follow the model in his adventure books.,He is concerned they will be caught otherwise.,He wants to follow the model in his adventure books.,He secretly hopes that Jim doesn’t escape.,He is trying to impress Huck.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Who does Tom pretend to be in his last letter to the Phelpses?,A remorseful gang member,A remorseful gang member,Who does Tom pretend to be in his last letter to the Phelpses?,A remorseful gang member,A remorseful gang member,A remorseful gang member,A plantation owner interested in buying Jim,The sheriff from a neighboring county,Jim’s rightful owner
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,How does Jim finally escape from his cell?,He sneaks out through a hole in the wall.,He sneaks out through a hole in the wall.,How does Jim finally escape from his cell?,He sneaks out through a hole in the wall.,He sneaks out through a hole in the wall.,Huck and Tom disguise him as an old man.,He sneaks out through a hole in the wall.,Huck and Tom break the lock on his door.,Huck and Tom use a rope to pull him through the roof.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Huck leave the island?,To get medical help for Tom’s bullet wound,To get medical help for Tom’s bullet wound,Why does Huck leave the island?,To get medical help for Tom’s bullet wound,To get medical help for Tom’s bullet wound,To get food for the journey North,To get medical help for Tom’s bullet wound,He is tired of Tom’s crazy schemes,His father returns to collect him
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,How does Jim finally gain his freedom?,Tom reveals that Miss Watson has freed him in her will.,Tom reveals that Miss Watson has freed him in her will.,How does Jim finally gain his freedom?,Tom reveals that Miss Watson has freed him in her will.,Tom reveals that Miss Watson has freed him in her will.,Sally Phelps helps him escape to the North.,Huck and Tom use their money to buy his freedom.,Tom reveals that Miss Watson has freed him in her will.,He and Huck finally make it to Cairo.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Who arrives to clear up the confusion caused by Tom and Huck?,Aunt Polly,Aunt Polly,Who arrives to clear up the confusion caused by Tom and Huck?,Aunt Polly,Aunt Polly,Miss Watson,The Widow Douglass,Judge Thatcher,Aunt Polly
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Huck want to head out West?,To escape Aunt Sally’s efforts to civilize him,To escape Aunt Sally’s efforts to civilize him,Why does Huck want to head out West?,To escape Aunt Sally’s efforts to civilize him,To escape Aunt Sally’s efforts to civilize him,To become a gold prospector,To become an outlaw,To escape Aunt Sally’s efforts to civilize him,To see the Pacific Ocean
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Where is Huck Finn from?,"St. Petersburg, Missouri","St. Petersburg, Missouri",Where is Huck Finn from?,"St. Petersburg, Missouri","St. Petersburg, Missouri","St. Petersburg, Missouri","Cairo, Arkansas","Jackson, Missisippi","New Orleans, Louisiana"
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Where does Tom get ideas for his plans?,Adventure novels,Adventure novels,Where does Tom get ideas for his plans?,Adventure novels,Adventure novels,His father,Huck,Adventure novels,His older friends
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Which of the following best describes Jim?,Superstitious and good-natured,Superstitious and good-natured,Which of the following best describes Jim?,Superstitious and good-natured,Superstitious and good-natured,Selfish and childish,Overly serious and cruel,Headstrong and skeptical of others,Superstitious and good-natured
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Who is Peter Wilks?,A dead man who left behind a rich inheritance,A dead man who left behind a rich inheritance,Who is Peter Wilks?,A dead man who left behind a rich inheritance,A dead man who left behind a rich inheritance,A town drunk who turns out to be Huck’s uncle.,The true identity of “the duke”,A dead man who left behind a rich inheritance,The leader of a gang of bandits that Huck briefly joins
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Who is Sid?,Tom’s younger brother,Tom’s younger brother,Who is Sid?,Tom’s younger brother,Tom’s younger brother,Tom’s younger brother,Huck’s old friend,Jim’s son,The Phelps’s servant
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Why does Huck struggle with his decision to help Jim?,He has difficulty freeing himself from societal norms regarding slaves.,He has difficulty freeing himself from societal norms regarding slaves.,Why does Huck struggle with his decision to help Jim?,He has difficulty freeing himself from societal norms regarding slaves.,He has difficulty freeing himself from societal norms regarding slaves.,He fears punishment from the Widow Douglas and Miss Watson.,He is shy and timid by nature and is afraid to make trouble.,He has difficulty freeing himself from societal norms regarding slaves.,He doesn’t care for Jim personally but knows he should help.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What is Jim’s attitude toward his family?,He misses them terribly.,He misses them terribly.,What is Jim’s attitude toward his family?,He misses them terribly.,He misses them terribly.,He misses them terribly.,He is glad to be away from them.,He has trouble remembering them because they died long ago.,He is frequently disappointed by them.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What does Tom tend to do more than Huck?,Stick to the rules,Stick to the rules,What does Tom tend to do more than Huck?,Stick to the rules,Stick to the rules,Question authority,Philosophize,Stick to the rules,Be shy around adults
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,Which of the major characters would be considered middle class?,Tom,Tom,Which of the major characters would be considered middle class?,Tom,Tom,Huck,Tom,Jim,Pap
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,When do the events in <i>Huck Finn</i> take place?,Before the abolition of slavery,Before the abolition of slavery,When do the events in <i>Huck Finn</i> take place?,Before the abolition of slavery,Before the abolition of slavery,During the Civil War,In the early 1890s,Just after the end of slavery,Before the abolition of slavery
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What is the significance of Sherburn’s speech?,"In it, he exposes the cowardice of mainstream society.","In it, he exposes the cowardice of mainstream society.",What is the significance of Sherburn’s speech?,"In it, he exposes the cowardice of mainstream society.","In it, he exposes the cowardice of mainstream society.",It demonstrates the depths to which a desperate man will sink.,"In it, he exposes the cowardice of mainstream society.",It reveals the importance of education to combat wickedness.,It presents Twain’s refutation of slavery.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What does Huck come to realize about lying?,It can sometimes be useful.,It can sometimes be useful.,What does Huck come to realize about lying?,It can sometimes be useful.,It can sometimes be useful.,It is always bad.,It can sometimes be useful.,It will lead to imprisonment.,It serves no purpose.
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What river do Huck and Jim travel on for most of the novel?,The Mississippi River,The Mississippi River,What river do Huck and Jim travel on for most of the novel?,The Mississippi River,The Mississippi River,The Ohio River,The Red River,The Mississippi River,The Cairo River
f5f30064-0b24-11ea-9221-c9dc32036b5d,test,What does Jim’s belief in superstition reveal about him?,He is outside the social mainstream.,He is outside the social mainstream.,What does Jim’s belief in superstition reveal about him?,He is outside the social mainstream.,He is outside the social mainstream.,He is idiotic.,He is hopelessly ignorant.,He is outside the social mainstream.,He is unchristian.
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,Which of the godsis the staunchest enemy of Aeneas and the Trojans?,Juno,Juno,Which of the godsis the staunchest enemy of Aeneas and the Trojans?,Juno,Juno,Jupiter,Venus,Neptune,Juno
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,"Who is the queenof Carthage, the city-state where Aeneas lands after the big stormin Book I?",Dido,Dido,"Who is the queenof Carthage, the city-state where Aeneas lands after the big stormin Book I?",Dido,Dido,Venus,Dido,Cassandra,Helen
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,What was hiddeninside the wooden belly of the horse left outside the Trojan gates?,Greek warriors,Greek warriors,What was hiddeninside the wooden belly of the horse left outside the Trojan gates?,Greek warriors,Greek warriors,Greek warriors,Treasure,Trojan hearth gods,A bomb
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,Who does not diein the sack of Troy?,"Aeneas’s son, Ascanius","Aeneas’s son, Ascanius",Who does not diein the sack of Troy?,"Aeneas’s son, Ascanius","Aeneas’s son, Ascanius",King Priam,"Priam’s son, Polites","Aeneas’s wife, Creusa","Aeneas’s son, Ascanius"
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,What prophesydoes the Harpy issue?,That the Trojans will eat their own tables,That the Trojans will eat their own tables,What prophesydoes the Harpy issue?,That the Trojans will eat their own tables,That the Trojans will eat their own tables,That the Trojans will never make it to Italy,That the Trojans will eat their own tables,That Dido will commit suicide,That Virgil will become the greatest Roman poet
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,"Where does Anchises,Aeneas’s father, die?","Drepanum, in Sicily","Drepanum, in Sicily","Where does Anchises,Aeneas’s father, die?","Drepanum, in Sicily","Drepanum, in Sicily","Antander, near Troy",Crete,Italy,"Drepanum, in Sicily"
02c245e8-0b25-11ea-9221-c9dc32036b5d,test,Who breaks offthe love affair between Aeneas and Dido?,Aeneas,Aeneas,Who breaks offthe love affair between Aeneas and Dido?,Aeneas,Aeneas,Aeneas,Dido,"Dido’s husband, Sychaeus",Anchises
